temperature,humidity,motion,power,hour,temp_diff,power_diff,temp_deviation,anomaly_injected
23.39,60.08,0.0,493.58,19,3.3599999999999994,79.06,1.6799999999999997,0
23.39,60.08,0.0,291.89,19,0.0,-201.69,0.6020000000000003,0
21.6,40.83,0.0,192.09,19,-1.7899999999999991,-99.79999999999998,-0.6499999999999986,0
21.95,50.39,0.0,352.05,19,0.34999999999999787,159.96,-0.12199999999999989,0
21.95,50.39,0.0,415.55,19,0.0,63.5,-0.5060000000000002,0
25.74,48.06,0.0,374.4,19,3.789999999999999,-41.150000000000034,2.814,0
22.71,61.37,0.0,375.53,19,-3.0299999999999976,1.1299999999999955,-0.0799999999999983,0
20.23,59.1,1.0,172.34,19,-2.4800000000000004,-203.18999999999997,-2.285999999999998,1
27.32,98.77,0.0,409.81,19,7.09,237.47,3.7300000000000004,1
26.62,41.71,0.0,300.66,19,-0.6999999999999993,-109.14999999999998,2.096,0
22.53,53.47,0.0,398.86,19,-4.09,98.19999999999999,-1.3520000000000003,0
22.53,53.47,0.0,168.15,19,0.0,-230.71,-1.315999999999999,0
24.31,65.23,0.0,397.39,19,1.7799999999999976,229.23999999999998,-0.3520000000000003,0
18.64,63.72,0.0,353.31,19,-5.669999999999998,-44.079999999999984,-4.285999999999998,0
27.39,33.65,0.0,86.65,19,8.75,-266.65999999999997,4.309999999999999,0
54.16,62.5,0.0,113.65,19,26.769999999999996,27.0,24.753999999999998,1
21.54,61.88,0.0,411.57,19,-32.62,297.91999999999996,-7.667999999999999,0
18.58,30.84,0.0,492.87,19,-2.960000000000001,81.30000000000001,-9.482000000000003,0
18.58,56.55,0.0,60.55,19,0.0,-432.32,-9.470000000000002,0
43.41,48.98,0.0,442.36,19,24.83,381.81,12.155999999999999,1
24.56,47.66,1.0,250.27,19,-18.849999999999998,-192.09,-0.7739999999999974,0
56.11,67.91,0.0,181.04,19,31.55,-69.23000000000002,23.861999999999995,1
20.16,57.74,0.0,78.04,19,-35.95,-102.99999999999999,-12.404000000000007,0
25.63,34.01,0.0,480.47,19,5.469999999999999,402.43,-8.344000000000005,0
42.77,62.61,0.0,1952.61,19,17.140000000000004,1472.1399999999999,8.924,1
24.84,36.31,1.0,54.46,19,-17.930000000000003,-1898.1499999999999,-9.062000000000001,0
24.84,36.31,0.0,55.54,19,0.0,1.0799999999999983,-2.8080000000000034,0
22.24,42.27,0.0,281.79,19,-2.6000000000000014,226.25000000000003,-5.824000000000002,0
21.44,98.17,0.0,145.66,19,-0.7999999999999972,-136.13000000000002,-5.785999999999998,1
22.92,44.1,0.0,373.78,19,1.4800000000000004,228.11999999999998,-0.3359999999999985,0
20.27,64.97,0.0,1802.85,19,-2.650000000000002,1429.07,-2.071999999999999,1
19.18,41.43,0.0,495.85,19,-1.0899999999999999,-1307.0,-2.030000000000001,0
22.73,56.63,1.0,50.57,19,3.5500000000000007,-445.28000000000003,1.4220000000000006,0
22.73,39.59,0.0,317.45,19,0.0,266.88,1.1640000000000015,0
22.09,45.38,0.0,354.13,19,-0.6400000000000006,36.68000000000001,0.6900000000000013,0
23.79,53.74,0.0,68.43,19,1.6999999999999993,-285.7,1.6859999999999964,0
26.51,92.38,0.0,213.89,19,2.7200000000000024,145.45999999999998,2.9400000000000013,1
27.01,45.33,0.0,2828.65,19,0.5,2614.76,2.5839999999999996,1
21.55,46.75,0.0,2125.47,19,-5.460000000000001,-703.1800000000003,-2.6400000000000006,1
19.31,53.46,0.0,497.69,19,-2.240000000000002,-1627.7799999999997,-4.324000000000002,0
19.31,53.46,0.0,2084.92,19,0.0,1587.23,-3.428000000000001,1
19.71,54.26,0.0,310.19,19,0.40000000000000213,-1774.73,-1.6679999999999993,0
25.7,57.47,0.0,381.73,19,5.989999999999998,71.54000000000002,4.584,0
20.16,67.72,0.0,381.71,19,-5.539999999999999,-0.020000000000038654,-0.6780000000000008,0
18.37,48.72,0.0,324.05,19,-1.7899999999999991,-57.65999999999997,-2.2799999999999976,0
23.23,52.56,0.0,248.38,19,4.859999999999999,-75.67000000000002,1.7959999999999994,0
23.72,56.12,0.0,378.04,19,0.48999999999999844,129.66000000000003,1.4839999999999982,0
23.72,66.61,0.0,1583.99,19,0.0,1205.95,1.879999999999999,1
19.66,34.09,0.0,132.95,19,-4.059999999999999,-1451.04,-2.080000000000002,0
19.12,38.01,0.0,185.21,19,-0.5399999999999991,52.26000000000002,-2.7699999999999996,0
21.87,62.23,0.0,52.5,19,2.75,-132.71,0.2519999999999989,0
18.5,58.67,0.0,109.32,19,-3.370000000000001,56.81999999999999,-2.0740000000000016,0
26.2,68.17,0.0,462.63,19,7.699999999999999,353.31,5.129999999999999,0
27.22,61.23,0.0,374.54,19,1.0199999999999996,-88.08999999999997,4.637999999999998,0
27.22,61.23,0.0,200.27,19,0.0,-174.27,3.0180000000000007,0
26.28,33.38,1.0,391.87,19,-0.9399999999999977,191.6,1.196000000000005,0
25.06,69.45,1.0,126.8,19,-1.2200000000000024,-265.07,-1.3359999999999985,0
25.62,33.43,0.0,272.59,19,0.5600000000000023,145.78999999999996,-0.6600000000000001,0
25.62,67.14,0.0,193.95,19,0.0,-78.63999999999999,-0.33999999999999986,0
23.55,31.33,0.0,131.09,19,-2.0700000000000003,-62.859999999999985,-1.676000000000002,0
20.92,48.49,0.0,209.12,19,-2.629999999999999,78.03,-3.2340000000000018,0
22.09,63.14,0.0,102.28,19,1.1699999999999982,-106.84,-1.4700000000000024,0
19.04,63.52,0.0,91.39,19,-3.0500000000000007,-10.89,-3.2040000000000006,0
23.61,57.06,0.0,202.21,19,4.57,110.82000000000001,1.7680000000000007,0
26.97,49.84,0.0,353.36,19,3.3599999999999994,151.15,4.443999999999999,0
48.87,58.21,0.0,69.68,19,21.9,-283.68,20.754,1
26.08,48.41,1.0,490.86,19,-22.79,421.18,-2.8339999999999996,0
23.11,48.88,0.0,432.09,19,-2.969999999999999,-58.77000000000004,-6.6179999999999986,0
18.11,66.35,0.0,320.73,19,-5.0,-111.35999999999996,-10.517999999999997,0
20.78,42.59,0.0,189.54,19,2.6700000000000017,-131.19000000000003,-6.609999999999996,0
20.78,42.59,0.0,1586.66,19,0.0,1397.1200000000001,-0.9919999999999973,1
26.98,39.11,0.0,313.81,19,6.199999999999999,-1272.8500000000001,5.027999999999999,0
18.86,56.36,0.0,164.81,19,-8.120000000000001,-149.0,-2.242000000000001,0
25.54,62.39,0.0,278.75,19,6.68,113.94,2.951999999999998,0
21.1,53.7,0.0,165.13,19,-4.439999999999998,-113.62,-1.551999999999996,0
19.81,51.99,0.0,167.66,19,-1.2900000000000027,2.530000000000001,-2.6479999999999997,0
19.06,41.16,0.0,340.46,19,-0.75,172.79999999999998,-1.8140000000000036,0
19.06,41.16,0.0,314.51,19,0.0,-25.94999999999999,-1.8539999999999992,0
23.06,42.57,0.0,87.57,19,4.0,-226.94,2.6419999999999995,0
24.0,69.73,0.0,194.81,19,0.9400000000000013,107.24000000000001,3.0020000000000024,0
27.96,54.21,0.0,137.45,19,3.960000000000001,-57.360000000000014,5.332000000000001,0
18.37,59.66,0.0,239.09,19,-9.59,101.64000000000001,-4.119999999999997,0
25.74,51.91,0.0,2300.73,19,7.369999999999997,2061.64,1.913999999999998,1
19.62,49.04,0.0,199.35,19,-6.119999999999997,-2101.38,-3.517999999999997,0
19.62,31.12,0.0,317.61,19,0.0,118.26000000000002,-2.6419999999999995,0
19.62,31.12,0.0,487.58,19,0.0,169.96999999999997,-0.9740000000000002,0
20.08,52.71,0.0,444.6,19,0.4599999999999973,-42.97999999999996,-0.8560000000000016,0
21.14,36.71,0.0,149.69,19,1.0600000000000023,-294.91,1.1240000000000023,0
23.81,31.92,1.0,108.56,19,2.669999999999998,-41.129999999999995,2.955999999999996,1
27.75,33.84,0.0,276.91,19,3.9400000000000013,168.35000000000002,5.27,0
24.14,61.86,0.0,416.01,19,-3.6099999999999994,139.09999999999997,0.7560000000000002,0
22.66,69.05,0.0,376.58,19,-1.4800000000000004,-39.43000000000001,-1.2399999999999984,0
19.24,37.93,0.0,260.22,19,-3.4200000000000017,-116.35999999999996,-4.280000000000001,0
19.24,47.26,0.0,101.67,19,0.0,-158.55,-3.366000000000003,0
23.7,98.38,1.0,325.17,19,4.460000000000001,223.5,1.904,1
21.81,34.98,0.0,162.2,19,-1.8900000000000006,-162.97000000000003,0.4800000000000004,0
18.29,97.2,0.0,345.13,19,-3.5199999999999996,182.93,-2.1660000000000004,1
20.89,43.1,0.0,347.71,19,2.6000000000000014,2.579999999999984,0.1039999999999992,0
18.66,55.44,0.0,184.38,19,-2.2300000000000004,-163.32999999999998,-2.009999999999998,0
27.96,65.7,0.0,290.2,19,9.3,105.82,6.438000000000002,0
27.96,34.07,0.0,449.29,19,0.0,159.09000000000003,5.207999999999998,0
22.13,62.3,0.0,348.39,19,-5.830000000000002,-100.90000000000003,-1.3900000000000006,0
25.53,40.06,0.0,466.38,19,3.400000000000002,117.99000000000001,1.0820000000000007,0
21.31,45.45,0.0,308.34,19,-4.220000000000002,-158.04000000000002,-3.668000000000003,0
24.71,59.24,0.0,242.42,19,3.400000000000002,-65.91999999999999,0.38200000000000145,0
26.21,46.0,0.0,241.71,19,1.5,-0.7099999999999795,2.2319999999999993,0
27.86,68.81,0.0,343.18,19,1.6499999999999986,101.47,2.735999999999997,0
25.21,87.03,0.0,226.36,19,-2.6499999999999986,-116.82,0.15000000000000213,1
24.67,52.2,0.0,363.43,19,-0.5399999999999991,137.07,-1.0619999999999976,0
18.82,39.07,0.0,486.84,19,-5.850000000000001,123.40999999999997,-5.734000000000002,0
21.52,45.79,0.0,496.28,19,2.6999999999999993,9.439999999999998,-2.096,0
20.31,52.94,0.0,177.94,19,-1.2100000000000009,-318.34,-1.796000000000003,0
23.82,68.32,0.0,451.99,19,3.5100000000000016,274.05,1.9920000000000009,0
23.79,64.01,0.0,381.84,19,-0.030000000000001137,-70.15000000000003,2.137999999999998,0
23.79,64.01,0.0,196.15,19,0.0,-185.68999999999997,1.144000000000002,0
19.2,88.58,1.0,233.87,19,-4.59,37.72,-2.9819999999999993,1
27.08,49.32,1.0,147.12,19,7.879999999999999,-86.75,3.5440000000000005,0
22.33,69.73,0.0,393.55,19,-4.75,246.43,-0.9080000000000013,0
26.78,54.66,0.0,281.43,19,4.450000000000003,-112.12,2.9440000000000026,0
21.02,66.66,0.0,213.27,19,-5.760000000000002,-68.16,-2.2620000000000005,0
22.02,57.15,0.0,237.59,19,1.0,24.319999999999993,-1.825999999999997,0
23.13,37.75,0.0,247.05,19,1.1099999999999994,9.460000000000008,0.07399999999999807,0
25.02,58.57,0.0,196.96,19,1.8900000000000006,-50.09,1.4259999999999984,0
25.02,58.57,0.0,324.6,19,0.0,127.64000000000001,1.7780000000000022,0
19.21,66.18,0.0,406.87,19,-5.809999999999999,82.26999999999998,-3.6700000000000017,0
26.71,54.5,0.0,171.27,19,7.5,-235.6,2.892000000000003,0
23.99,32.7,1.0,322.71,19,-2.7200000000000024,151.43999999999997,0.0,0
24.82,64.96,0.0,197.64,19,0.8300000000000018,-125.07,0.870000000000001,0
18.65,46.14,0.0,221.86,19,-6.170000000000002,24.220000000000027,-4.026,0
25.92,47.32,0.0,310.94,19,7.270000000000003,89.07999999999998,1.902000000000001,0
25.92,47.32,0.0,338.96,19,0.0,28.019999999999982,2.0599999999999987,0
27.5,68.7,0.0,348.53,19,1.5799999999999983,9.569999999999993,2.937999999999999,0
24.78,64.66,1.0,69.0,19,-2.719999999999999,-279.53,0.2259999999999991,0
19.8,55.35,1.0,207.59,19,-4.98,138.59,-4.983999999999998,1
21.26,51.49,0.0,74.72,19,1.4600000000000009,-132.87,-2.591999999999995,0
26.56,95.17,0.0,309.28,19,5.299999999999997,234.55999999999997,2.5799999999999983,1
27.21,59.65,0.0,282.1,19,0.6500000000000021,-27.17999999999995,3.2879999999999967,0
20.71,48.25,0.0,172.23,19,-6.5,-109.87000000000003,-2.3979999999999997,0
44.69,56.59,0.0,207.8,19,23.979999999999997,35.57000000000002,16.603999999999996,1
23.19,42.92,0.0,144.06,19,-21.499999999999996,-63.74000000000001,-5.282,0
25.66,52.42,1.0,397.44,19,2.469999999999999,253.38,-2.6320000000000014,0
18.52,46.43,0.0,286.71,19,-7.140000000000001,-110.73000000000002,-8.033999999999995,0
18.52,46.43,0.0,360.67,19,0.0,73.96000000000004,-7.5959999999999965,0
19.46,49.52,0.0,2877.96,19,0.9400000000000013,2517.29,-1.6099999999999994,1
22.38,31.88,0.0,344.37,19,2.919999999999998,-2533.59,1.4719999999999978,0
26.71,41.86,0.0,91.57,19,4.330000000000002,-252.8,5.592000000000002,0
26.36,52.16,0.0,155.18,19,-0.3500000000000014,63.610000000000014,3.6739999999999995,0
26.67,34.58,0.0,269.91,19,0.3100000000000023,114.73000000000002,2.3540000000000028,0
26.67,44.72,0.0,107.87,19,0.0,-162.04000000000002,0.911999999999999,0
18.62,33.87,0.0,351.3,19,-8.05,243.43,-6.385999999999999,0
20.99,39.24,0.0,367.81,19,2.3699999999999974,16.50999999999999,-2.8720000000000034,0
21.21,59.94,1.0,320.75,19,0.22000000000000242,-47.06,-1.6219999999999999,0
27.2,35.37,0.0,2766.04,19,5.989999999999998,2445.29,4.2620000000000005,1
54.09,42.17,0.0,255.19,19,26.890000000000004,-2510.85,25.668,1
25.15,69.02,1.0,382.24,19,-28.940000000000005,127.05000000000001,-4.577999999999999,0
23.44,55.22,0.0,440.8,19,-1.7099999999999973,58.56,-6.777999999999999,0
18.92,34.5,0.0,451.98,19,-4.52,11.180000000000007,-10.84,0
47.13,66.3,0.0,376.45,19,28.21,-75.53000000000003,13.384,1
19.71,59.06,1.0,96.41,19,-27.42,-280.03999999999996,-7.160000000000004,1
27.95,30.89,0.0,480.84,19,8.239999999999998,384.42999999999995,0.5199999999999996,0
21.4,34.42,0.0,494.35,19,-6.550000000000001,13.510000000000048,-5.622000000000003,0
21.4,34.42,0.0,223.44,19,0.0,-270.91,-6.118000000000002,0
52.65,49.89,0.0,195.59,19,31.25,-27.849999999999994,24.027999999999995,1
18.86,67.32,0.0,414.07,19,-33.79,218.48,-9.591999999999999,0
26.82,50.6,0.0,133.89,19,7.960000000000001,-280.18,-1.4059999999999988,0
27.81,59.02,0.0,258.22,19,0.9899999999999984,124.33000000000004,-1.6980000000000004,0
26.48,60.08,0.0,357.07,19,-1.3299999999999983,98.84999999999997,-4.0440000000000005,0
26.48,60.08,0.0,474.72,19,0.0,117.65000000000003,1.1900000000000013,0
25.8,57.68,0.0,68.73,19,-0.6799999999999997,-405.99,-0.8779999999999966,0
27.42,57.75,0.0,393.12,19,1.620000000000001,324.39,0.6219999999999999,0
25.97,40.1,0.0,454.73,19,-1.4500000000000028,61.610000000000014,-0.46000000000000085,0
23.31,43.77,0.0,59.37,19,-2.66,-395.36,-2.4860000000000007,0
24.93,43.82,0.0,254.61,19,1.620000000000001,195.24,-0.5559999999999974,0
24.93,43.82,0.0,362.26,19,0.0,107.64999999999998,-0.38200000000000145,0
26.06,64.68,0.0,461.19,19,1.129999999999999,98.93,1.0199999999999996,0
19.99,54.45,0.0,439.93,19,-6.07,-21.25999999999999,-3.8540000000000028,0
20.46,33.46,0.0,444.97,19,0.4700000000000024,5.0400000000000205,-2.8139999999999965,0
27.14,68.25,0.0,468.69,19,6.68,23.71999999999997,3.4239999999999995,0
27.06,59.48,0.0,193.3,19,-0.08000000000000185,-275.39,2.9179999999999993,0
26.94,45.54,0.0,238.98,19,-0.11999999999999744,45.67999999999998,2.622,0
22.41,54.21,0.0,53.86,19,-4.530000000000001,-185.12,-2.3919999999999995,0
22.41,54.21,0.0,453.76,19,0.0,399.9,-2.782,0
43.33,34.35,0.0,2953.9,19,20.919999999999998,2500.1400000000003,14.899999999999999,1
27.95,66.15,1.0,235.37,19,-15.379999999999999,-2718.53,-0.6579999999999977,0
27.79,41.91,0.0,257.25,19,-0.16000000000000014,21.879999999999995,-0.9880000000000031,0
22.44,44.29,0.0,478.09,19,-5.349999999999998,220.83999999999997,-6.344000000000001,0
22.26,56.51,0.0,127.37,19,-0.17999999999999972,-350.71999999999997,-6.494,0
23.23,68.33,0.0,286.7,19,0.9699999999999989,159.32999999999998,-1.5040000000000013,0
23.22,30.76,0.0,371.63,19,-0.010000000000001563,84.93,-0.5680000000000014,0
21.1,58.86,0.0,275.07,19,-2.1199999999999974,-96.56,-1.3499999999999979,0
24.37,50.18,0.0,401.32,19,3.2699999999999996,126.25,1.533999999999999,0
27.1,48.02,0.0,54.04,19,2.7300000000000004,-347.28,3.2959999999999994,0
27.14,61.87,0.0,379.22,19,0.03999999999999915,325.18,2.5539999999999985,0
24.6,67.82,0.0,255.51,19,-2.539999999999999,-123.71000000000004,-0.26200000000000045,0
23.59,43.5,0.0,356.39,19,-1.0100000000000016,100.88,-1.7700000000000031,0
18.1,65.76,0.0,320.42,19,-5.489999999999998,-35.96999999999997,-6.006,0
18.66,43.72,0.0,489.11,19,0.5599999999999987,168.69,-3.757999999999999,0
19.16,56.0,0.0,323.16,19,0.5,-165.95,-1.661999999999999,0
25.21,53.45,0.0,348.4,19,6.050000000000001,25.239999999999952,4.266000000000002,0
27.03,43.31,0.0,400.29,19,1.8200000000000003,51.89000000000004,5.398000000000003,0
25.28,67.68,0.0,417.89,19,-1.75,17.599999999999966,2.2119999999999997,0
23.17,51.76,1.0,389.57,19,-2.1099999999999994,-28.319999999999993,-0.7999999999999972,1
23.82,61.0,0.0,61.35,19,0.6499999999999986,-328.21999999999997,-1.0820000000000007,0
43.87,51.35,0.0,465.82,19,20.049999999999997,404.46999999999997,15.235999999999994,1
23.46,48.08,0.0,417.74,19,-20.409999999999997,-48.079999999999984,-4.460000000000004,0
24.73,43.73,0.0,428.15,19,1.2699999999999996,10.409999999999968,-3.080000000000002,0
19.34,67.6,0.0,132.77,19,-5.390000000000001,-295.38,-7.704000000000001,0
19.87,51.19,0.0,276.52,19,0.5300000000000011,143.74999999999997,-6.384,0
19.87,64.27,0.0,442.79,19,0.0,166.27000000000004,-1.5839999999999996,0
26.24,61.41,1.0,196.33,19,6.369999999999997,-246.46,4.23,0
26.29,50.26,0.0,332.71,19,0.05000000000000071,136.37999999999997,3.968,0
25.57,34.8,0.0,285.7,19,-0.7199999999999989,-47.00999999999999,2.001999999999999,0
27.19,50.72,0.0,153.28,19,1.620000000000001,-132.42,2.1580000000000013,0
41.83,66.75,0.0,131.02,19,14.639999999999997,-22.25999999999999,12.405999999999999,1
19.63,34.73,1.0,241.83,19,-22.2,110.81,-8.471999999999998,0
18.14,50.64,0.0,267.98,19,-1.4899999999999984,26.150000000000006,-8.331999999999997,0
24.32,46.99,0.0,346.53,19,6.18,78.54999999999995,-1.902000000000001,0
26.66,56.4,0.0,446.84,19,2.34,100.31,0.5439999999999969,0
21.65,65.78,0.0,110.97,19,-5.010000000000002,-335.87,-0.4299999999999997,0
25.84,50.17,0.0,331.14,19,4.190000000000001,220.17,2.5180000000000007,0
20.27,39.53,0.0,363.91,19,-5.57,32.77000000000004,-3.477999999999998,0
